material_id,formula,ordering,band_gap,density,nsites,formation_energy_per_atom,total_magnetization,magnetization_per_fu,n_elements,spacegroup,crystal_system
mp-27615,U(PO3)4,FM,0.2619,3.9231615810987552,34,-2.830480845798318,3.9992929,1.9996464500000002,3,Cm,Monoclinic
mp-759386,Ce2Th2O7,FM,0.0,8.137071115920252,11,-4.051168095909089,2.0,2.0,3,P-4m2,Tetragonal
mp-776867,LiV2(OF)3,FM,0.923899999999999,3.448860418824515,27,-2.72786711037037,6.0005647,2.000188233333333,4,P1,Triclinic
mp-1173853,Na3Ca2Mg10Si16(O11F)4,FM,0.9215000000000001,2.8117909427409282,79,-2.644904801065037,1.0009607,1.0009607,6,P1,Triclinic
mp-753154,Li(FeO2)3,FM,0.41650000000000004,3.8695615827598893,20,-1.507841640333333,26.0018987,13.00094935,3,Cc,Monoclinic
mp-1273579,Na2FeO3,FM,0.3879,3.9269280929669472,24,-1.628449739626435,15.9999496,3.9999873999999993,3,C2,Monoclinic
mp-773037,Mn3BiO8,FM,0.46140000000000003,5.22290046848262,48,-1.6595807069827582,32.0020078,8.00050195,3,P4_332,Cubic
mp-1099701,Sr7CaMnFe7O24,FM,0.0,5.172126820684707,40,-2.248350854198274,33.1104913,33.1104913,5,R3m,Trigonal
mp-697076,Ti3Zn3C,FM,0.0,6.131061046504902,28,-0.441767579642857,4.0411887,1.010297175,3,Fd-3m,Cubic
mp-1175870,Li9Mn2Co5O16,FM,0.8452000000000001,4.202535341798639,32,-1.82670489393319,9.9999754,9.9999754,4,P1,Triclinic
mp-2229926,MgCr2(Fe2O5)2,FM,1.0652,4.228242605194623,17,-1.865597194999999,26.0000002,26.0000002,4,C2/m,Monoclinic
mp-1190013,TiNi,FM,0.0,6.60301693035981,16,-0.36128377041666604,2.8183241,0.3522905125,2,I4/mmm,Tetragonal
mp-1248937,Y4Si2Sb2W13O28,FM,0.0,8.32207515639251,49,-1.777232791632652,35.9994399,35.9994399,5,P-1,Triclinic
mp-1197994,Ba(SO2)4,FM,0.1457,2.526849235284628,52,-1.540091818846153,7.9999997,1.999999925,3,P2_1/c,Monoclinic
mp-756222,MgFe2O5,FM,0.0,3.847715203032355,16,-1.734424305,16.0013126,8.0006563,3,Cmcm,Orthorhombic
mp-2216104,MgTi3V5O16,FM,1.2828,3.802180391336276,25,-2.7895227046,6.9999999,6.9999999,4,P1,Triclinic
mp-1221245,Na4Co(MoO4)3,FM,2.6495,3.531744165025446,40,-2.022854952525863,6.0000465,3.00002325,4,C2,Monoclinic
mp-1222455,Li3MnP2,FM,0.0,2.594400977571052,6,-0.47616405786945804,3.6469074,3.6469074,3,P-4m2,Tetragonal
mp-1182115,BrO3,FM,0.0,3.456156350545725,8,0.22749266874999902,3.3974631,1.69873155,2,Aea2,Orthorhombic
mp-2217647,MgV2(OF3)2,FM,1.937,3.058187040532594,11,-3.048722556818182,1.9990899,1.9990899,4,C2,Monoclinic
mp-1216123,Y2Al3Fe,FM,0.0,4.4877368698922595,6,-0.39486186833333103,2.672446899999999,2.672446899999999,3,R-3m,Trigonal
mp-1205264,Na7Mn5P3H6O15F13,FM,1.2885,2.901431939598096,196,-2.466045009147732,80.0000006,20.00000015,6,C2/c,Monoclinic
mp-662815,Mn(GaS2)2,FM,0.40429999999999905,3.671631399434159,42,-0.8944596872475361,29.9962,4.999366666666667,3,C2/c,Monoclinic
mp-743547,Zn(FeO2)2,FM,0.673099999999999,5.213312758502035,70,-1.655812901571428,100.0001823,10.00001823,3,P1,Triclinic
mp-23415,TlFeI3,FM,0.0,6.701062410837013,20,-0.41113109366666806,16.0046212,4.0011553,3,Pnma,Orthorhombic
mp-2228944,MgV4(OF)6,FM,1.3528,3.449586542665623,17,-2.781511241470589,4.000718,4.000718,4,P1,Triclinic
mp-755425,V2P4H3O16,FM,1.2128,2.832965241909251,25,-2.275097747292857,1.0004214,1.0004214,4,P1,Triclinic
mp-766525,Li11Mn12(BO3)12,FM,0.04360000000000001,3.1653369187556972,71,-2.490970977913226,58.9994912,58.9994912,4,P1,Triclinic
mp-1519390,CaLaFeBiO6,FM,0.0,6.314939747008763,10,-2.244380896500001,4.0000003,4.0000003,5,I-4,Tetragonal
mp-1096799,AlO2,FM,0.0,3.34037363811511,6,-2.56020288,1.9710405,0.98552025,2,Cmcm,Orthorhombic
mp-1192270,PuReB4,FM,0.0,12.530673647332703,24,-0.591045057708337,17.8503902,4.46259755,3,Pbam,Orthorhombic
mp-1189314,ThCrO7,FM,0.0,4.063705838382684,18,-1.7543777283333322,3.6736344,1.8368172,3,P2_1/m,Monoclinic
mp-772551,Na2NiAsCO7,FM,1.1155,3.122767379555105,24,-1.761244398771551,1.999202,0.999601,5,P2_1/m,Monoclinic
mp-2229201,MgTi4Bi2O11,FM,0.0,5.932255210354548,18,-2.8408120746296293,0.9666091,0.9666091,4,Cm,Monoclinic
mp-555695,MoP(Cl3O)2,FM,2.6537,2.111246557551927,40,-1.5229377842142862,3.998463199999999,0.999615799999999,4,P2_1/c,Monoclinic
mp-1044720,CaCrO2,FM,0.0,3.351288630680481,16,-2.359259223125,13.5160205,3.379005125,3,C2/m,Monoclinic
mp-1226917,Cd3FeSe4,FM,0.0,5.19643944526099,8,-0.649099568671874,4.0002588,4.0002588,3,P3m1,Trigonal
mp-1206355,CeCO,FM,0.0,6.202310008147961,6,-2.102792326666667,0.300692099999999,0.15034605,3,C2/m,Monoclinic
mp-1186257,Nd2ZnHg,FM,0.0,8.555573704641763,4,-0.37440807687500005,0.6620973,0.6620973,3,Fm-3m,Cubic
mp-674158,P,FM,2.0034,0.424010292287317,1,3.517774656666667,3.0,3.0,1,Fm-3m,Cubic
mp-1198831,TiP2O9,FM,0.0,2.450644709637997,48,-1.9676840983432542,8.1102301,2.027557525,3,P2_1/c,Monoclinic
mp-1205125,CsLa(SO6)2,FM,0.4555,2.979308151884868,64,-1.290243147478448,8.0006582,2.00016455,4,P2_1/c,Monoclinic
mp-753434,Mn3F10,FM,0.0374,2.89031629112651,26,-2.547942471830239,21.9994645,10.99973225,2,P-1,Triclinic
mp-1209988,Ni21(GeB3)2,FM,0.0,8.582726237451627,29,-0.259152965689656,1.2505643,1.2505643,3,Fm-3m,Cubic
mp-1202077,FeMo2H4NO8,FM,2.6352,3.333410658677663,64,-1.5000721710937501,20.0143174,5.00357935,5,Pnma,Orthorhombic
mp-1193960,Eu(DyS2)2,FM,0.1116,5.985912144144472,28,-2.434872680535712,28.0000002,7.00000005,3,Pnma,Orthorhombic
mp-1047850,BaMgVF7,FM,2.529,4.160949845626143,40,-3.696001451249999,8.0009227,2.000230675,4,P2_1/c,Monoclinic
mp-2225911,KMgMn2O4,FM,1.3453,4.116394733927345,8,-2.063213477264009,8.9998973,8.9998973,4,P-1,Triclinic
mp-1209378,Pr4OsI5,FM,0.0,5.951198662913058,10,-1.256950913166667,1.6879776,1.6879776,3,C2/m,Monoclinic
mp-758943,Ti3Fe2P6WO24,FM,0.07339999999999901,3.61580922466883,36,-2.72938484827381,11.9997572,11.9997572,5,R3,Trigonal
mp-1208264,TlPC4S4(N2O)4,FM,0.0,2.252804992086563,44,0.694869033955626,24.9731352,12.4865676,6,Cccm,Orthorhombic
mp-1040961,P2W2O9,FM,2.8499,4.98364664435197,52,-2.3783694224450542,15.9993678,3.99984195,3,Pnma,Orthorhombic
mp-1196271,FeAsO6,FM,1.8860000000000001,2.860893071534548,64,-0.9445041990625,55.9967952,6.9995994,3,Pbca,Orthorhombic
mp-1225815,Er4MnGe8,FM,0.0,8.229481018672407,13,-0.5461604467639251,2.2440776,2.2440776,3,Pmm2,Orthorhombic
mp-644246,EuH3Pd,FM,0.0,7.966230301794582,5,-0.590813538249999,6.9417748,6.9417748,3,Pm-3m,Cubic
mp-1032931,HfMg6AlO8,FM,0.0,4.402794495733087,16,-2.707046688124999,0.7147834,0.7147834,4,P4/mmm,Tetragonal
mp-2232667,Na4Mg(WO4)2,FM,1.6753,5.002978979938863,15,-1.8472839733678161,1.998863399999999,1.998863399999999,4,F-43m,Cubic
mp-1202326,NiP2(PbO4)2,FM,3.682,6.118164588065675,52,-2.262851917637363,8.000626,2.0001565,4,P2_1/c,Monoclinic
mp-1095372,MnBi4S7,FM,0.421799999999999,6.246915555688482,12,-0.5358576370141891,5.0000001,5.0000001,3,C2/m,Monoclinic
mp-758445,Li4Mn3CrCo2(PO4)6,FM,0.393999999999999,3.296499955217715,40,-2.437080907374589,23.0000028,23.0000028,6,P1,Triclinic
mp-3735,GdPO4,FM,2.8957,6.034169875797779,24,-3.430193205357142,27.9355422,6.98388555,3,P2_1/c,Monoclinic
mp-558711,V3Cd5P6O25,FM,1.937,4.3694122877259645,78,-2.432544761739925,10.000056,5.000028,4,C2/c,Monoclinic
mp-2230794,MgFe6(OF)6,FM,0.5376000000000001,3.9889004022046723,19,-2.12312379868421,28.0000005,28.0000005,4,P1,Triclinic
mp-2218047,Pr2Mg(NiO3)2,FM,2.2183,6.040592747279926,11,-2.413692250757575,1e-07,1e-07,4,P1,Triclinic
mp-1518468,BaCaHf4O12,FM,0.0,6.428127562120885,18,-3.243007375555555,4.0000003,4.0000003,4,Amm2,Orthorhombic
mp-1516349,SrEuNiWO6,FM,0.47330000000000005,7.512355141938857,10,-2.5385660235,9.0000007,9.0000007,5,F-43m,Cubic
mp-1022646,YMg6W,FM,0.0,3.922338609846785,16,0.33277107875,1.6304992,0.815249599999999,3,Amm2,Orthorhombic
mp-980038,Tl3Ru,FM,0.0,12.696128689846836,8,0.65272582,1.6991535,0.84957675,2,P6_3/mmc,Hexagonal
mp-26345,LiNiP2O7,FM,0.0,3.234786149604174,44,-2.282917668647185,12.0000631,3.000015775,4,P2_1/c,Monoclinic
mp-1272966,Li2TiCrO4,FM,0.0,3.943415153111559,16,-2.653750455625,7.4983875,3.74919375,4,C222,Orthorhombic
mp-623988,GdCdPd,FM,0.0,9.441053545232883,9,-0.672903001111109,22.5849058,7.528301933333334,3,P-62m,Hexagonal
mp-1022651,Mg6ZnFe,FM,0.0,2.949000369158041,16,0.15154522687500002,4.7474785,2.37373925,3,Amm2,Orthorhombic
mp-1075968,Sr3Ca5Mn4(FeO6)4,FM,0.0,4.646307894456153,40,-2.315868448043103,31.3115902,31.3115902,5,Cm,Monoclinic
mp-1174736,Li4MnCo2O7,FM,0.035899999999999,4.11690274079578,28,-1.825367466518884,16.0002009,8.00010045,4,Cm,Monoclinic
